NCTId,BriefTitle,Condition,Phase,StudyType,InterventionType,InterventionName,Enrollment,StartDate,PrimaryCompletionDate,OverallStatus,LeadSponsorName,planned_enrollment,num_conditions,num_interventions,planned_duration_days,sponsor_type_industry,intervention_type,start_year,has_multiple_conditions,has_multiple_interventions,is_large_trial,label
NCT02551757,Stroke and CPAP Outcome Study: A Sham-controlled Trial of CPAP Among Stroke Rehabilitation Patients,"Stroke; Sleep Apnea, Obstructive",PHASE1; PHASE2,INTERVENTIONAL,DEVICE; DEVICE,Auto-titrating CPAP; Sham-CPAP,40,2013-06,2014-11,COMPLETED,University of Washington,40.0,2,2,518.0,0,DEVICE,2013.0,1,1,0,1.0
NCT00395200,Mesenchymal Stem Cells in Multiple Sclerosis (MSCIMS),Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,PROCEDURE,MSC Treatment,10,2008-07,2010-12,COMPLETED,University of Cambridge,10.0,1,1,883.0,0,PROCEDURE,2008.0,0,0,0,1.0
NCT02991144,Safety and Dose-Finding Study of DTX301 (scAAV8OTC) in Adults With Late-Onset Ornithine Transcarbamylase (OTC) Deficiency,Ornithine Transcarbamylase (OTC) Deficiency,PHASE1; PHASE2,INTERVENTIONAL,GENETIC; DRUG; DRUG,scAAV8OTC; Reactive Corticosteroid Taper Regimen; Prophylactic Corticosteroid Taper Regimen,16,2017-07-31,2021-12-16,COMPLETED,Ultragenyx Pharmaceutical Inc,16.0,1,3,1599.0,1,GENETIC,2017.0,0,1,0,1.0
NCT01688401,Intra-arterial Chemotherapy for the Treatment of Progressive Diffuse Intrinsic Pontine Gliomas (DIPG).,Diffuse Intrinsic Pontine Glioma (DIPG),PHASE1,INTERVENTIONAL,DRUG,Melphalan hydrochloride,3,2013-03-08,2017-05,COMPLETED,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,3.0,1,1,1515.0,0,DRUG,2013.0,0,0,0,1.0
NCT00612001,Vaccine Therapy in Treating Patients With Malignant Glioma,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,BIOLOGICAL,glioma-associated antigen peptide-pulsed autologous dendritic cell vaccine,8,2006-05,2011-01,COMPLETED,Jonsson Comprehensive Cancer Center,8.0,1,1,1706.0,0,BIOLOGICAL,2006.0,0,0,0,1.0
NCT01465100,Liver Cell Transplant for Phenylketonuria,Phenylketonuria,PHASE1; PHASE2,INTERVENTIONAL,RADIATION; PROCEDURE; DRUG; OTHER; BEHAVIORAL; DIAGNOSTIC_TEST; PROCEDURE,Preparative Radiation Therapy; Hepatocyte Transplant; Immunosuppression; Liver Evaluation; Neuro-psychological Assessment; Whole body Phe oxidation testing; Liver Biopsy,1,2011-10-12,2015-08-21,TERMINATED,Ira Fox,1.0,1,7,1409.0,0,RADIATION,2011.0,0,1,0,0.0
NCT03923738,"A Study to Evaluate the Pharmacokinetics, Pharmacodynamics, and Safety of Tocilizumab (TCZ) Administered to Participants With Giant Cell Arteritis (GCA).",Giant Cell Arteritis,PHASE1,INTERVENTIONAL,DRUG,Tocilizumab,24,2019-08-05,2020-11-12,COMPLETED,Hoffmann-La Roche,24.0,1,1,465.0,0,DRUG,2019.0,0,0,0,1.0
NCT03035838,Importance of Substance P in Intracranial Pressure Elevation Following Traumatic Brain Injury,Traumatic Brain Injury,EARLY_PHASE1,INTERVENTIONAL,DRUG,Fosaprepitant,0,2021-11,2022-12,WITHDRAWN,Arun Gupta,0.0,1,1,395.0,0,DRUG,2021.0,0,0,0,0.0
NCT04627155,A Study to Evaluate the Human Tolerance and Pharmacokinetics of LY03003,Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG,LY03003,20,2013-03-15,2013-05-20,COMPLETED,Luye Pharma Group Ltd.,20.0,1,1,66.0,1,DRUG,2013.0,0,0,0,1.0
NCT04264143,CED of MTX110 Newly Diagnosed Diffuse Midline Gliomas,Diffuse Intrinsic Pontine Glioma; Diffuse Pontine and Thalamic Gliomas; Diffuse Midline Glioma,PHASE1,INTERVENTIONAL,DRUG; DEVICE,Infusate with MTX110 and gadolinium; Convection-Enhanced Delivery (CED),9,2020-03-10,2022-04-25,COMPLETED,Luca Szalontay,9.0,3,2,776.0,0,DRUG,2020.0,1,1,0,1.0
NCT04110535,Abuse Potential of Intravenous Remimazolam Compared to Midazolam and Placebo in Recreational CNS Depressant Users,"Abuse, Drug",PHASE1,INTERVENTIONAL,DRUG; DRUG; OTHER,Remimazolam; Midazolam; Saline,83,2015-06-23,2015-10-06,COMPLETED,Paion UK Ltd.,83.0,1,3,105.0,1,DRUG,2015.0,0,1,0,1.0
NCT01404663,Side Effects of Bone Marrow Derived CD133 Transplantation in Cerebral Palsy,Cerebral Palsy,PHASE1,INTERVENTIONAL,BIOLOGICAL,CD133 stem cell injection,12,2011-10,2012-04,COMPLETED,Royan Institute,12.0,1,1,183.0,0,BIOLOGICAL,2011.0,0,0,0,1.0
NCT06721338,Mechanical Thrombectomy Blood Flow Reversal,Stroke; Large Vessel Occlusion,PHASE1,INTERVENTIONAL,DEVICE,Mechanical thrombectomy via blood flow reversal using BOBBY balloon guide catheter,3,2025-01-22,2025-07-03,TERMINATED,MediSys Health Network,3.0,2,1,162.0,0,DEVICE,2025.0,1,0,0,0.0
NCT04301726,Efficacy of Deutetrabenazine to Control Symptoms of Dysphagia Associated with HD,Huntington Disease,PHASE1,INTERVENTIONAL,DRUG; DRUG,Deutetrabenazine Oral Tablet [Austedo]; Placebo oral tablet,36,2022-01-21,2023-08-18,TERMINATED,Fundacion Huntington Puerto Rico,36.0,1,2,574.0,0,DRUG,2022.0,0,1,0,0.0
NCT02474134,Comparison Study of PF530 and Betaferon in Healthy Subjects,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG,"Interferon beta-1b (PF530, Betaferon)",12,2015-03,2015-10,COMPLETED,"Pfenex, Inc",12.0,1,1,214.0,1,DRUG,2015.0,0,0,0,1.0
NCT02418598,AADC Gene Therapy for Parkinson's Disease,Parkinson Disease,PHASE1; PHASE2,INTERVENTIONAL,GENETIC; GENETIC,Cohort1; Cohort2,2,2015-04-14,2018-03-31,TERMINATED,Jichi Medical University,2.0,1,2,1082.0,0,GENETIC,2015.0,0,1,0,0.0
NCT06351852,Transdermal Administration by a Novel Wireless Iontophoresis Device,Spinal Cord Injuries; Constipation; Fecal Incontinence; Neurogenic Bowel,EARLY_PHASE1,INTERVENTIONAL,DRUG; DEVICE,Combination of Neostigmine and Glycopyrrolate; I-Box by Dynatronics,2,2022-03-22,2024-09-24,COMPLETED,James J. Peters Veterans Affairs Medical Center,2.0,4,2,917.0,0,DRUG,2022.0,1,1,0,1.0
NCT01573611,Impact of Grape Consumption on Brain Metabolism and Cognitive Function,Mild Cognitive Impairment,PHASE1,INTERVENTIONAL,DIETARY_SUPPLEMENT; DIETARY_SUPPLEMENT,Grape Powder; Placebo Powder,12,2012-04,2013-04,COMPLETED,"University of California, Los Angeles",12.0,1,2,365.0,0,DIETARY_SUPPLEMENT,2012.0,0,1,0,1.0
NCT00867399,A Safety and Tolerability Study of ABT-126 in Elderly,Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG,ABT-126,30,2009-03,2009-05,COMPLETED,Abbott,30.0,1,1,61.0,0,DRUG,2009.0,0,0,0,1.0
NCT04449484,Multiple Ascending Dose Study of MEDI1341 in Patients With Parkinson's Disease,Parkinson's Disease,PHASE1,INTERVENTIONAL,DRUG; OTHER,MEDI1341; Placebo,25,2020-08-04,2022-01-05,COMPLETED,AstraZeneca,25.0,1,2,519.0,0,DRUG,2020.0,0,1,0,1.0
NCT02728947,"Pharmacokinetic Profile of Neupro Patch Administrated at 2 mg, 4 mg, 6 mg and 8 mg/Day Weekly in Patients With Early-stage Parkinson's Disease",Parkinson's Disease,PHASE1,INTERVENTIONAL,DRUG,ROTIGOTINE,28,2016-05,2016-08,COMPLETED,Luye Pharma Group Ltd.,28.0,1,1,92.0,1,DRUG,2016.0,0,0,0,1.0
NCT00756249,Safety Study of Carbamylated Erythropoietin (CEPO) to Treat Patients With Acute Ischemic Stroke,Acute Ischemic Stroke,PHASE1,INTERVENTIONAL,DRUG; DRUG,Lu AA24493 (CEPO); Placebo,16,2007-10,2008-09,COMPLETED,H. Lundbeck A/S,16.0,1,2,336.0,0,DRUG,2007.0,0,1,0,1.0
NCT04739358,CNS Dose Escalation/Expansion of Tepotinib in MET-driven NSCLC,Advanced Non-Small Cell Lung Cancer With MET Mutations,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Tepotinib,2,2022-05-25,2023-06-23,TERMINATED,"Criterium, Inc.",2.0,1,1,394.0,1,DRUG,2022.0,0,0,0,0.0
NCT03810898,iMagemHTT: FIH Evaluation of Novel Mutant Huntingtin PET Radioligands [¹¹C]CHDI-00485180-R and [¹¹C]CHDI-00485626,Huntington Disease,EARLY_PHASE1,INTERVENTIONAL,RADIATION; RADIATION,Radioligand [¹¹C]CHDI-00485180-R; Radioligand [¹¹C]CHDI-00485626,24,2021-02-09,2023-02-15,TERMINATED,"CHDI Foundation, Inc.",24.0,1,2,736.0,1,RADIATION,2021.0,0,1,0,0.0
NCT04096716,Mapping Draining Lymph Nodes in CNS Malignancies,Central Nervous System Neoplasms; Central Nervous System Tumor,PHASE1,INTERVENTIONAL,DRUG,Tc-99m tilmanocept,14,2019-12-03,2022-04-30,TERMINATED,Washington University School of Medicine,14.0,2,1,879.0,0,DRUG,2019.0,1,0,0,0.0
NCT04110678,Tolerance to NeuroEPO in Parkinson Disease,Parkinson Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG,NeuroEPO,26,2015-11-01,2016-02-11,COMPLETED,"International Center for Neurological Restoration, Cuba",26.0,1,1,102.0,0,DRUG,2015.0,0,0,0,1.0
NCT00810615,Treatment of Traumatic Brain Injury With Hyperbaric Oxygen Therapy,"Brain Injury, Chronic",PHASE1; PHASE2,INTERVENTIONAL,OTHER; OTHER,Hyperbaric oxygen @ 2.4 ATA; Sham treatment,50,2009-02,2011-01,COMPLETED,San Antonio Military Medical Center,50.0,1,2,699.0,0,OTHER,2009.0,0,1,0,1.0
NCT01583036,"An Open-label, Single-centre Study Evaluating the Pharmacokinetics of Digoxin Alone and When Administered at Various Doses of Ezogabine/Retigabine in Healthy Adults. The Pharmacokinetics of Ezogabine/Retigabine and the N-acetyl Metabolite of Ezogabine/Retigabine (NAMR) Will Also be Assessed",Epilepsy,PHASE1,INTERVENTIONAL,DRUG; DRUG,Digoxin Alone; Digoxin + Retigabine,30,2012-01-16,2012-04-17,COMPLETED,GlaxoSmithKline,30.0,1,2,92.0,0,DRUG,2012.0,0,1,0,1.0
NCT00239564,Pharmacokinetics and Pharmacodynamics of IPX054 in Subjects With Parkinson's Disease,Idiopathic Parkinson's Disease,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG,IPX054 100 mg; IPX054 150 mg; IPX054 200 mg; IPX054 250 mg; IPX054 300 mg,12,2005-10,2007-12,COMPLETED,"Impax Laboratories, LLC",12.0,1,5,791.0,1,DRUG,2005.0,0,1,0,1.0
NCT02648633,Stereotactic Radiosurgery With Nivolumab and Valproate in Patients With Recurrent Glioblastoma,Glioblastoma,PHASE1,INTERVENTIONAL,RADIATION; DRUG; DRUG,Stereotactic Radiosurgery; Nivolumab; Valproate,4,2016-05-24,2017-02-21,TERMINATED,University of Virginia,4.0,1,3,273.0,0,RADIATION,2016.0,0,1,0,0.0
NCT03819699,Study With Lu AF20513 in Patients With Mild Alzheimer's Disease (AD) or Mild Cognitive Impairment (MCI) Due to AD,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG; BIOLOGICAL,Lu AF20513; booster vaccine,3,2018-12-12,2019-06-27,TERMINATED,H. Lundbeck A/S,3.0,1,2,197.0,0,DRUG,2018.0,0,1,0,0.0
NCT04212793,Detection of PitNET Tissue During TSS Using Bevacizumab-800CW,Pituitary Tumor; Pituitary Adenoma; Pituitary Macroadenoma,PHASE1,INTERVENTIONAL,DRUG; DEVICE,Bevacizumab-IRDye800CW; Molecular Fluorescence Endoscopy platform,20,2020-10-28,2022-10-24,COMPLETED,University Medical Center Groningen,20.0,3,2,726.0,0,DRUG,2020.0,1,1,0,1.0
NCT00108043,Orthostatic Tolerance During FES (Functional Electrical Stimulation)-Walking in Paraplegia,Spinal Cord Injury,PHASE1,INTERVENTIONAL,PROCEDURE,FES-evoked functional upright gait,10,2004-03,,COMPLETED,University of Sydney,10.0,1,1,,0,PROCEDURE,2004.0,0,0,0,1.0
NCT04259281,A Study of the Safety and Tolerability of GTX-102 in Children with Angelman Syndrome,Angelman Syndrome,PHASE1; PHASE2,INTERVENTIONAL,DRUG,GTX-102,74,2020-02-24,2025-01-08,COMPLETED,Ultragenyx Pharmaceutical Inc,74.0,1,1,1780.0,1,DRUG,2020.0,0,0,0,1.0
NCT00965887,Bioequivalence of Two Tablet Forms of MK0974 (0974-045),Migraine,PHASE1,INTERVENTIONAL,DRUG; DRUG,MK0974 Ethanolate formulation; Comparator: MK0974 Hydrate formulation,36,2008-03,2008-05,COMPLETED,Merck Sharp & Dohme LLC,36.0,1,2,61.0,1,DRUG,2008.0,0,1,0,1.0
NCT00019058,Radiation Therapy in Treating Patients With Glioblastoma,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; RADIATION,chemotherapy; hydroxyurea; pentoxifylline; radiation therapy,34,1995-04,,COMPLETED,National Cancer Institute (NCI),34.0,1,4,,0,DRUG,1995.0,0,1,0,1.0
NCT03887533,"Combined Intrathecal and Intravenous VTS-270 Therapy for Liver and Neurological Disease Associated With Niemann-Pick Disease, Type C1","Niemann-Pick Disease, Type C1",PHASE1; PHASE2,INTERVENTIONAL,DRUG,VTS-270,2,2020-01-06,2021-10-25,TERMINATED,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),2.0,1,1,658.0,0,DRUG,2020.0,0,0,0,0.0
NCT00989625,A Pharmacokinetic Study to Evaluate TREXIMET in Adolescents With Migraine and Healthy Subjects Administered at Three Doses.,Migraine Disorders,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG,This is a pharmacokinetic study (Treximet); This is a pharmacokinetic study (Treximet); This is a pharmacokinetic study (Treximet),50,2008-11-04,2009-09-10,COMPLETED,GlaxoSmithKline,50.0,1,3,310.0,0,DRUG,2008.0,0,1,0,1.0
NCT03888716,"A Phase Ia/Ib, SAD and MAD Study of of KL1333 in Healthy Subjects and Patients With Primary Mitochondrial Disease",Mitochondrial Diseases; Mitochondrial Respiratory Chain Deficiencies; MELAS Syndrome; Mitochondrial Myopathies,PHASE1,INTERVENTIONAL,DRUG; DRUG,KL1333; Placebo Oral Tablet,72,2019-03-18,2021-03-16,COMPLETED,Abliva AB,72.0,4,2,729.0,0,DRUG,2019.0,1,1,0,1.0
NCT02537938,Neurogenetic Pharmaceuticals (NGP) 555 in Healthy Volunteers (14 Day Multiple Ascending Dose),Alzheimer's Disease,PHASE1,INTERVENTIONAL,DRUG,NGP 555,24,2016-01,2016-12,COMPLETED,NeuroGenetic Pharmaceuticals Inc,24.0,1,1,335.0,1,DRUG,2016.0,0,0,0,1.0
NCT02192125,"REWIRE - Rehabilitative Wayout In Responsive Home Environments, A Pilot Trial",Stroke,EARLY_PHASE1,INTERVENTIONAL,DEVICE,REWIRE-System,17,2014-01,2015-07,COMPLETED,University of Zurich,17.0,1,1,546.0,0,DEVICE,2014.0,0,0,0,1.0
NCT04881747,A Study to Compare Two Different Formulations of Lasmiditan in Healthy Participants,Healthy,PHASE1,INTERVENTIONAL,DRUG,Lasmiditan,47,2021-05-14,2021-07-24,COMPLETED,Eli Lilly and Company,47.0,1,1,71.0,0,DRUG,2021.0,0,0,0,1.0
NCT01957735,"BP31510 (Ubidecarenone,USP) Nanosuspension for Intravenous Injection to Patients With Solid Tumors",Metastatic Cancer; Cancer; Solid Tumor,PHASE1,INTERVENTIONAL,DRUG; DRUG,BP31510 monotherapy; BP31510 in combination with chemotherapy,97,2013-10,2017-02-01,COMPLETED,BPGbio,97.0,3,2,1219.0,0,DRUG,2013.0,1,1,0,1.0
NCT01953341,Single-Ascending Dose Study of AMG 333 in Healthy Subjects and Subjects With Migraines,Migraine,PHASE1,INTERVENTIONAL,DRUG; DRUG,AMG 333; Placebo,74,2013-10,2014-09,COMPLETED,Amgen,74.0,1,2,335.0,0,DRUG,2013.0,0,1,0,1.0
NCT04863794,A Study To Assess Distribution Of RO7248824 In The Central Nervous System Following Single Intrathecal Doses Of [89zr] Labeled RO7248824 In Healthy Male Participants,Angelman Syndrome,PHASE1,INTERVENTIONAL,DRUG,RO7248824,21,2021-04-29,2022-08-01,COMPLETED,Hoffmann-La Roche,21.0,1,1,459.0,0,DRUG,2021.0,0,0,0,1.0
NCT00469937,Ph I Study of Lithium During Whole Brain Radiotherapy For Patients With Brain Metastases,Brain and Central Nervous System Tumors; Cognitive/Functional Effects; Neurotoxicity; Solid Tumor,PHASE1,INTERVENTIONAL,DRUG; PROCEDURE; PROCEDURE; RADIATION,lithium carbonate; cognitive assessment; quality-of-life assessment; radiation therapy,9,2006-02,2009-03,TERMINATED,Vanderbilt-Ingram Cancer Center,9.0,4,4,1124.0,0,DRUG,2006.0,1,1,0,0.0
NCT00572182,MK0752 in Treating Young Patients With Recurrent or Refractory CNS Cancer,Brain and Central Nervous System Tumors,PHASE1,INTERVENTIONAL,DRUG,MK-0752,33,2008-07,2011-02,TERMINATED,Pediatric Brain Tumor Consortium,33.0,1,1,945.0,0,DRUG,2008.0,0,0,0,0.0
NCT01502761,Intra-arterial Magnesium Administration for Acute Stroke,Acute Stroke,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Magnesium Sulfate,4,2012-03,2016-05,TERMINATED,University of Southern California,4.0,1,1,1522.0,0,DRUG,2012.0,0,0,0,0.0
NCT03371329,Mesenchymal Stem Cells Therapy in Patients With Recent Intracerebral Hemorrhage,Hemorrhagic Stroke; Intracerebral Hemorrhage,PHASE1,INTERVENTIONAL,BIOLOGICAL,MSC,9,2017-12-12,2020-10-09,COMPLETED,Mayo Clinic,9.0,2,1,1032.0,0,BIOLOGICAL,2017.0,1,0,0,1.0
NCT00605059,Evaluation of [123I] AV94 and SPECT in Subjects With Alzheimer Disease in Comparison to Healthy Subjects,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG,[123I]AV94,3,2007-08,2008-06,TERMINATED,Institute for Neurodegenerative Disorders,3.0,1,1,305.0,0,DRUG,2007.0,0,0,0,0.0
NCT04264546,Safety and Immunogenicity of a Sabin Inactivated Poliovirus Vaccine (Phase Ib),Polio,PHASE1; PHASE2,INTERVENTIONAL,BIOLOGICAL,sIPV,60,2017-11-24,2018-03-09,COMPLETED,Jiangsu Province Centers for Disease Control and Prevention,60.0,1,1,105.0,1,BIOLOGICAL,2017.0,0,0,0,1.0
NCT02216188,Follow-up Study to Assess One Boost Immunization With AFFITOPE® PD01A With Regard to Safety and Clinical Activity,Parkinson's Disease,PHASE1,INTERVENTIONAL,BIOLOGICAL; OTHER,AFFITOPE® PD01A; Control,28,2014-08,2015-08,COMPLETED,Affiris AG,28.0,1,2,365.0,0,BIOLOGICAL,2014.0,0,1,0,1.0
NCT00548769,Firategrast (SB683699) Surface Area Study in Multiple Sclerosis Patients,Multiple Sclerosis,PHASE1,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG,Formulation A; Formulation B; Formulation C; Formulation D,37,2007-04-21,2007-11-26,COMPLETED,GlaxoSmithKline,37.0,1,4,219.0,0,DRUG,2007.0,0,1,0,1.0
NCT01237041,"Free Fatty Acids, Body Weight, and Growth Hormones Secretion in Children",Obesity; Short Stature; Growth Hormone Deficiency,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG; DRUG; DRUG; DRUG,Niacin First; Placebo First; Dose-Establishing Study 1 Niacin 250mg; Dose-Establishing Study 1 Niacin 500mg; Dose-Establishing Study 2 Niacin 500mg,37,2011-07-01,2017-10-17,TERMINATED,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),37.0,3,5,2300.0,0,DRUG,2011.0,1,1,0,0.0
NCT02628561,Transcranial Direct Current Stimulation Associate to Constraint Induced Movement Therapy Over Premotor Cortex in Severe Stroke,Stroke; Cerebrovascular Disorders; Cerebral Infarction,PHASE1; PHASE2,INTERVENTIONAL,DEVICE; BEHAVIORAL,Transcranial direct current stimulation; Constraint-Induced Movement Therapy,60,2016-01,2016-02,COMPLETED,Federal University of Paraíba,60.0,3,2,31.0,0,DEVICE,2016.0,1,1,0,1.0
NCT03204929,Dose Escalation Study of Cu(II)ATSM in Parkinson's Disease,Parkinson Disease,PHASE1,INTERVENTIONAL,DRUG,Cu(II)ATSM,31,2017-08-14,2019-11-30,COMPLETED,Collaborative Medicinal Development Pty Limited,31.0,1,1,838.0,0,DRUG,2017.0,0,0,0,1.0
NCT00805103,Perfexion Brain Metastasis,Brain Metastases,PHASE1,INTERVENTIONAL,RADIATION,Hypofractionated stereotactic radiotherapy,9,2008-12,2016-03,TERMINATED,"University Health Network, Toronto",9.0,1,1,2647.0,0,RADIATION,2008.0,0,0,0,0.0
NCT01921270,Dysport for the Treatment of OMD,Oral Dystonia; Tardive Dystonia,PHASE1; PHASE2,INTERVENTIONAL,DRUG,Low Dose - AbobotulinumtoxinA,18,2013-08,2017-02-08,COMPLETED,Emory University,18.0,2,1,1287.0,0,DRUG,2013.0,1,0,0,1.0
NCT01706783,"A Trial Investigating the Safety, Tolerability, Availability and Distribution in the Body of Once-weekly Long-acting Growth Hormone (Somapacitan) Compared to Once Daily Norditropin NordiFlex® in Adults With Growth Hormone Deficiency",Growth Hormone Disorder; Adult Growth Hormone Deficiency,PHASE1,INTERVENTIONAL,DRUG; DRUG,somapacitan; Norditropin NordiFlex®,35,2012-10-12,2013-11-18,COMPLETED,Novo Nordisk A/S,35.0,2,2,402.0,0,DRUG,2012.0,1,1,0,1.0
NCT01212094,Double Blind Combination of Rituximab by Intravenous and Intrathecal Injection Versus Placebo in Patients With Low-Inflammatory Secondary Progressive Multiple Sclerosis (RIVITaLISe),Multiple Sclerosis,PHASE1; PHASE2,INTERVENTIONAL,DRUG; OTHER,Rituximab; normal saline,44,2010-09,2015-12,TERMINATED,National Institute of Neurological Disorders and Stroke (NINDS),44.0,1,2,1917.0,0,DRUG,2010.0,0,1,0,0.0
NCT01240356,CLOTBUST Hands-Free: A Phase I/II Pilot Safety Trial,Stroke,PHASE1; PHASE2,INTERVENTIONAL,DEVICE; DEVICE,2-MHz transcranial Doppler ultrasound; 2-MHz transcranial Doppler ultrasound insonation,35,2008-12,2013-10,COMPLETED,"The University of Texas Health Science Center, Houston",35.0,1,2,1765.0,0,DEVICE,2008.0,0,1,0,1.0
NCT03817424,"A Study to Evaluate VIB7734 in Participants With Systemic Lupus Erythematosus (SLE), Cutaneous Lupus Erythematosus (CLE), Sjogren's Syndrome, Systemic Sclerosis, Polymyositis, and Dermatomyositis",Systemic Lupus Erythematosus; Cutaneous Lupus Erythematosus; Sjogren's Syndrome; Systemic Sclerosis; Polymyositis; Dermatomyositis,PHASE1,INTERVENTIONAL,DRUG; DRUG,VIB7734; Placebo,31,2018-12-13,2020-07-20,COMPLETED,Amgen,31.0,6,2,585.0,0,DRUG,2018.0,1,1,0,1.0
NCT05720624,Pharmacodynamic Analyses of Metabolic Agents Following Brain Radiation,Malignant Central Nervous System Neoplasm,PHASE1,INTERVENTIONAL,DRUG; OTHER; PROCEDURE; PROCEDURE; OTHER,Anhydrous Enol-oxaloacetate; Best Practice; Biospecimen Collection; Magnetic Resonance Spectroscopic Imaging; Questionnaire Administration,0,2025-10-20,2025-10-20,WITHDRAWN,Mayo Clinic,0.0,1,5,0.0,0,DRUG,2025.0,0,1,0,0.0
NCT01468324,AZD7451 for Recurrent Gliomas,Glioblastoma Multiforme,PHASE1,INTERVENTIONAL,DRUG,AZD7451,14,2011-10-05,2014-04-23,COMPLETED,National Cancer Institute (NCI),14.0,1,1,931.0,0,DRUG,2011.0,0,0,0,1.0
NCT01644773,Study of the Combination of Crizotinib and Dasatinib in Pediatric Research Participants With Diffuse Pontine Glioma (DIPG) and High-Grade Glioma (HGG),Diffuse Intrinsic Pontine Glioma; High-grade Glioma,PHASE1,INTERVENTIONAL,DRUG; DRUG,Crizotinib; Dasatinib,36,2012-11-27,2018-03-07,COMPLETED,St. Jude Children's Research Hospital,36.0,2,2,1926.0,0,DRUG,2012.0,1,1,0,1.0
NCT02046187,Ketogenic Diet With Radiation and Chemotherapy for Newly Diagnosed Glioblastoma,Glioblastoma (GBM),PHASE1; PHASE2,INTERVENTIONAL,DIETARY_SUPPLEMENT; RADIATION; DRUG,Ketogenic Diet; Radiation therapy; Temozolomide,14,2013-10,2017-02,TERMINATED,"St. Joseph's Hospital and Medical Center, Phoenix",14.0,1,3,1219.0,0,DIETARY_SUPPLEMENT,2013.0,0,1,0,0.0
NCT00875316,Safety and Tolerability Study of Cogane™ in Healthy Volunteers and Parkinson's Disease Patients,Parkinson's Disease,PHASE1,INTERVENTIONAL,DRUG,Cogane™ (PYM50028),36,2009-04,2009-08,COMPLETED,Phytopharm,36.0,1,1,122.0,0,DRUG,2009.0,0,0,0,1.0
NCT03066635,Botulinum Toxin Type A Block of the Otic Ganglion in Chronic Cluster Headache: Safety Issues,Cluster Headache,PHASE1; PHASE2,INTERVENTIONAL,DRUG; DRUG,Botulinum Toxin Type A 25 IU; Botulinum Toxin Type A 12.5 IU,10,2017-04-18,2019-09-13,COMPLETED,Norwegian University of Science and Technology,10.0,1,2,878.0,0,DRUG,2017.0,0,1,0,1.0
NCT00110552,Effects of Sage on Memory and Mental Performance in Alzheimer's Disease Patients,Alzheimer Disease,PHASE1,INTERVENTIONAL,DRUG,Salvia officinalis (sage),111,2005-07,2012-12,COMPLETED,Oregon Health and Science University,111.0,1,1,2710.0,0,DRUG,2005.0,0,0,1,1.0
